district,market,crop,date,arrival_qty_tonnes,modal_price_rs_per_quintal,source
Kottayam,Kottayam Market,rice,2022-08-22,12.4,2758,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-08-24,22.1,2777,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-08-24,12.8,2798,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-08-24,14.4,2793,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-08-24,29.4,2697,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-08-24,11.6,2770,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-08-26,27.4,2741,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-08-26,10.7,2809,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-08-26,16.4,2767,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-08-26,20.8,2776,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-08-26,15.4,2774,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-08-30,29.6,2790,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-08-30,10.9,2818,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-08-30,16.5,2769,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-08-30,20.2,2771,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-08-30,13.3,2805,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-01,63.6,2700,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-01,53.9,2711,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-01,49.4,2724,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-01,82.9,2731,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-01,47.1,2744,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-03,69.7,2707,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-03,41.1,2778,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-03,41.7,2709,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-03,87.1,2691,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-03,52.0,2734,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-05,69.6,2768,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-05,41.7,2730,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-05,35.4,2765,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-05,83.5,2707,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-05,49.4,2710,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-07,74.8,2731,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-07,51.2,2731,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-07,40.4,2734,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-07,75.3,2685,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-07,56.2,2736,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-09,62.9,2766,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-09,50.2,2724,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-09,43.7,2717,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-09,68.8,2682,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-09,38.8,2705,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-13,69.7,2720,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-13,49.1,2742,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-13,35.9,2761,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-13,61.4,2728,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-13,36.2,2756,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-15,81.9,2750,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-15,40.2,2779,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-15,34.5,2782,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-15,82.3,2737,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-15,41.2,2763,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-17,92.3,2665,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-17,55.7,2729,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-17,47.5,2749,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-17,85.8,2687,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-17,34.5,2795,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-19,81.2,2705,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-19,55.9,2694,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-19,43.2,2736,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-19,84.7,2721,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-19,56.4,2712,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-21,87.7,2704,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-21,54.9,2695,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-21,44.0,2734,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-21,86.7,2709,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-21,48.1,2739,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-23,83.4,2731,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-23,36.2,2727,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-23,38.7,2758,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-23,59.0,2746,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-23,39.8,2731,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-27,68.2,2702,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-27,35.5,2794,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-27,47.9,2734,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-27,84.7,2720,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-27,52.8,2748,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-09-29,94.9,2666,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-09-29,48.2,2746,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-09-29,51.0,2743,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-09-29,61.2,2773,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-09-29,42.6,2750,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-01,79.5,2734,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-01,40.2,2768,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-01,49.3,2733,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-01,89.2,2760,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-01,39.8,2729,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-03,86.0,2669,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-03,48.9,2690,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-03,55.4,2723,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-03,59.4,2687,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-03,41.0,2730,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-05,77.7,2716,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-05,55.2,2741,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-05,43.4,2736,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-05,84.1,2693,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-05,37.8,2738,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-07,61.2,2744,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-07,54.2,2710,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-07,52.6,2720,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-07,69.8,2731,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-07,41.2,2749,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-11,79.4,2673,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-11,42.2,2772,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-11,52.1,2726,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-11,70.5,2693,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-11,45.6,2709,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-13,95.2,2728,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-13,45.6,2690,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-13,38.5,2760,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-13,91.2,2726,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-13,53.7,2727,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-15,82.3,2752,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-15,37.8,2725,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-15,49.9,2753,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-15,67.5,2727,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-15,37.8,2793,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-17,61.8,2722,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-17,42.2,2757,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-17,36.5,2754,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-17,82.2,2674,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-17,39.7,2745,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-19,67.6,2710,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-19,39.1,2752,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-19,46.8,2753,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-19,74.7,2752,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-19,50.0,2681,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-21,85.9,2709,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-21,43.5,2713,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-21,53.9,2750,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-21,63.0,2784,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-21,47.9,2733,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-25,64.1,2708,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-25,49.9,2728,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-25,54.5,2704,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-25,66.5,2658,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-25,34.5,2759,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-27,89.4,2705,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-27,46.9,2723,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-27,48.4,2713,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-27,58.9,2753,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-27,50.6,2770,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-29,90.5,2708,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-29,53.3,2685,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-29,52.1,2733,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-29,76.1,2726,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-29,54.2,2728,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-10-31,76.7,2712,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-10-31,52.4,2720,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-10-31,54.6,2729,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-10-31,79.6,2738,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-10-31,56.1,2739,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-02,18.9,2752,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-02,13.1,2763,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-02,17.5,2801,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-02,24.7,2734,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-02,13.0,2754,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-04,22.5,2758,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-04,13.7,2755,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-04,15.6,2801,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-04,18.1,2791,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-04,12.0,2767,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-08,18.1,2819,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-08,16.1,2775,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-08,11.0,2810,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-08,27.2,2794,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-08,15.8,2779,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-10,27.6,2730,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-10,15.2,2771,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-10,14.8,2751,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-10,20.3,2778,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-10,16.7,2777,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-12,27.1,2764,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-12,14.7,2789,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-12,14.6,2777,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-12,25.6,2758,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-12,15.5,2738,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-14,21.3,2748,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-14,12.2,2746,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-14,12.0,2793,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-14,24.1,2758,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-14,11.8,2778,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-16,22.6,2751,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-16,16.3,2796,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-16,12.4,2786,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-16,26.3,2762,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-16,15.0,2768,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-18,21.9,2743,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-18,15.4,2754,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-18,12.0,2734,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-18,25.9,2775,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-18,16.2,2786,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-22,20.3,2784,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-22,11.1,2749,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-22,13.5,2806,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-22,18.4,2758,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-22,14.4,2782,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-24,18.5,2735,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-24,16.8,2797,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-24,16.7,2785,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-24,30.0,2749,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-24,16.3,2756,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-26,24.9,2777,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-26,11.0,2802,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-26,16.1,2748,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-26,28.3,2756,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-26,11.4,2760,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-28,18.3,2797,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-28,14.5,2755,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-28,12.7,2741,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-28,18.2,2784,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-28,15.9,2802,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-11-30,18.5,2782,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-11-30,16.4,2795,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-11-30,14.9,2820,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-11-30,28.4,2799,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-11-30,17.4,2811,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-02,74.5,2763,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-02,36.4,2739,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-02,33.3,2771,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-02,80.2,2718,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-02,35.5,2715,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-06,82.4,2715,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-06,47.8,2769,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-06,42.6,2760,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-06,69.1,2722,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-06,41.9,2730,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-08,71.9,2735,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-08,32.1,2751,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-08,38.5,2777,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-08,70.9,2749,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-08,34.2,2763,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-10,69.3,2698,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-10,32.3,2745,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-10,41.7,2792,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-10,77.1,2730,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-10,42.3,2779,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-12,77.2,2692,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-12,36.6,2827,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-12,31.8,2714,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-12,79.9,2728,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-12,40.1,2704,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-14,51.2,2766,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-14,29.5,2737,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-14,40.6,2744,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-14,78.6,2723,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-14,32.9,2774,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-16,78.0,2712,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-16,43.1,2751,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-16,34.4,2760,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-16,64.8,2729,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-16,45.2,2739,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-20,51.7,2726,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-20,47.7,2750,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-20,46.9,2750,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-20,52.3,2721,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-20,32.9,2750,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-22,57.1,2690,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-22,30.8,2750,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-22,32.1,2712,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-22,75.8,2706,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-22,35.2,2727,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-24,53.8,2717,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-24,33.8,2788,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-24,30.1,2728,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-24,56.4,2725,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-24,35.5,2760,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-26,78.0,2668,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-26,39.7,2745,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-26,44.3,2750,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-26,66.2,2699,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-26,31.6,2719,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-28,65.6,2746,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-28,30.5,2709,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-28,44.7,2734,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-28,51.4,2709,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-28,42.8,2688,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-12-30,68.5,2752,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-12-30,45.5,2760,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-12-30,34.9,2783,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-12-30,82.2,2716,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-12-30,46.0,2713,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-01-03,65.6,2774,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-01-03,43.2,2722,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-01-03,45.0,2767,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-01-03,61.4,2783,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-01-03,35.2,2838,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-01-05,64.5,2775,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-01-05,32.7,2823,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-01-05,47.2,2808,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-01-05,68.6,2752,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-01-05,38.3,2779,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-01-07,67.7,2801,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-01-07,36.0,2789,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-01-07,39.9,2818,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-01-07,55.6,2772,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-01-07,32.4,2797,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-01-09,76.7,2786,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-01-09,47.5,2797,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-01-09,39.9,2799,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-01-09,75.8,2753,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-01-09,35.9,2814,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-01-11,77.4,2755,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-01-11,44.2,2817,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-01-11,33.1,2789,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-01-11,56.7,2785,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-01-11,33.9,2827,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-01-13,49.5,2807,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-01-13,41.0,2817,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2023-01-13,43.3,2802,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2023-01-13,61.1,2760,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2023-01-13,30.7,2837,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2023-01-17,50.8,2798,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2023-01-17,34.5,2796,Agmarknet via CEDA
